"Comparison";"Z";"P.unadj";"P.adj"
"CHOR1 - CHOR2";-0,120160136770605;0,904356295166172;0,904356295166172
"CHOR1 - KONTROLA";3,21834312269376;0,00128933478647409;0,00257866957294818
"CHOR2 - KONTROLA";3,33850325946437;0,000842310421099124;0,00252693126329737
